id,rest_id,date,time
60,1154311,03/16/2019,01:15:00
61,5845491,03/06/2019,03:00:00
62,6680453,01/11/2019,03:15:00
63,9617733,03/16/2019,05:30:00
64,4840190,01/27/2019,09:15:00
65,7083426,03/01/2019,07:15:00
66,9786092,01/25/2019,10:00:00
67,7775386,01/20/2019,01:15:00
68,134648,01/20/2019,02:15:00
69,5185986,02/19/2019,02:30:00
70,4386766,03/15/2019,05:00:00
71,5410688,01/23/2019,05:30:00
72,6233571,03/09/2019,07:15:00
73,7032072,03/26/2019,10:30:00
74,2953065,02/01/2019,09:30:00
75,4499762,02/11/2019,02:00:00
76,4317314,02/12/2019,07:30:00
77,6815666,01/01/2019,08:00:00
78,8329577,03/04/2019,08:15:00
79,6990049,02/22/2019,03:15:00
80,6031233,02/18/2019,05:15:00
81,4510508,03/23/2019,06:30:00
82,9507842,01/06/2019,09:15:00
83,1519919,02/16/2019,06:15:00
84,5061493,03/21/2019,09:30:00
85,8094170,02/02/2019,09:30:00
86,4129572,03/15/2019,05:30:00
87,639358,01/03/2019,09:00:00
88,2039990,02/20/2019,10:15:00
89,3762502,02/18/2019,03:15:00
90,5950674,01/26/2019,02:15:00
91,7122164,01/07/2019,02:00:00
92,7894832,03/14/2019,05:30:00
93,4409656,02/25/2019,01:00:00
94,4245786,03/10/2019,01:00:00
95,4909999,03/12/2019,02:00:00
96,5352727,02/22/2019,01:30:00
97,7151513,01/05/2019,03:00:00
98,8328861,01/05/2019,03:30:00
99,3874477,02/17/2019,06:30:00
100,7833276,01/14/2019,08:15:00
101,9848174,02/17/2019,08:30:00
102,4681415,03/12/2019,09:30:00
103,5235394,02/21/2019,09:00:00
104,241693,03/16/2019,10:00:00
105,3880844,03/05/2019,06:15:00
106,7891712,03/07/2019,03:00:00
107,9970804,01/09/2019,09:15:00
108,1455321,02/05/2019,07:00:00
109,1096831,03/30/2019,08:30:00
110,7529786,01/29/2019,06:00:00
111,5963809,01/12/2019,02:30:00
112,6520836,02/23/2019,08:00:00
113,3116810,01/08/2019,01:15:00
114,3956703,01/14/2019,04:15:00
115,6415687,02/04/2019,07:30:00
116,3937536,01/17/2019,02:15:00
117,1834787,01/10/2019,02:30:00
118,7241752,03/14/2019,07:30:00
119,1920476,01/09/2019,05:30:00
120,6972863,03/02/2019,01:00:00
121,6900915,03/03/2019,04:30:00
122,6307308,01/13/2019,08:15:00
123,3300173,03/01/2019,03:15:00
124,6776229,01/25/2019,05:30:00
125,7786707,01/29/2019,05:30:00
126,1730647,03/21/2019,10:00:00
127,8204807,03/27/2019,09:00:00
128,1815634,03/24/2019,06:30:00
129,5261110,01/17/2019,03:00:00
130,7726379,02/18/2019,03:15:00
131,7307997,01/27/2019,04:15:00
132,5435285,02/05/2019,01:15:00
133,612213,03/16/2019,07:30:00
134,1780308,01/26/2019,09:15:00
135,124980,02/03/2019,05:30:00
136,1193562,03/07/2019,01:15:00
137,3215287,03/17/2019,06:00:00
138,5800131,03/07/2019,10:30:00
139,99435,03/22/2019,06:00:00
140,7904357,03/03/2019,07:15:00
141,5152085,02/03/2019,08:15:00
142,1753315,01/10/2019,05:30:00
143,7888397,02/12/2019,06:00:00
144,3719343,03/12/2019,05:00:00
145,355988,02/03/2019,07:15:00
146,7810027,02/04/2019,03:00:00
147,2294130,03/24/2019,10:30:00
148,8980373,03/06/2019,06:30:00
149,8706212,02/21/2019,07:00:00
150,5672679,02/09/2019,09:30:00
151,8379419,02/23/2019,06:00:00
152,2996007,02/02/2019,05:30:00
153,3100254,12/31/2018,04:15:00
154,1423236,03/15/2019,08:00:00
155,5021902,02/13/2019,07:00:00
156,6002379,03/25/2019,03:00:00
157,6015559,01/09/2019,07:15:00
158,880438,01/19/2019,07:30:00
159,575294,03/28/2019,10:00:00
160,3207373,02/09/2019,04:30:00
161,9827730,03/18/2019,01:30:00
162,7051517,02/15/2019,05:00:00
163,6883939,03/20/2019,04:15:00
164,3987469,02/15/2019,01:00:00
165,4758846,03/18/2019,04:30:00
166,8741904,01/23/2019,06:30:00
167,9472729,01/20/2019,02:00:00
168,3220170,03/18/2019,01:00:00
169,6399994,01/06/2019,06:00:00
170,6199601,03/22/2019,09:15:00
171,3686606,02/07/2019,02:00:00
172,1006465,02/27/2019,02:15:00
173,1163520,03/02/2019,05:15:00
174,1262420,02/05/2019,09:30:00
175,9543511,01/09/2019,07:30:00
176,4672204,03/06/2019,05:30:00
177,2783242,02/19/2019,06:30:00
178,7257296,01/05/2019,05:30:00
179,3215196,01/25/2019,10:30:00
180,841523,02/07/2019,09:15:00
181,5906811,01/29/2019,05:30:00
182,5264411,01/02/2019,01:00:00
183,804445,03/15/2019,09:00:00
184,4922853,01/30/2019,10:00:00
185,8724774,01/22/2019,08:30:00
186,8681853,02/20/2019,03:30:00
187,7791269,03/18/2019,08:15:00
188,5057868,01/21/2019,05:30:00
189,5720604,01/06/2019,01:00:00
190,7038800,02/20/2019,04:15:00
191,3386796,01/07/2019,07:15:00
192,2075649,03/13/2019,04:30:00
193,5773495,01/25/2019,09:15:00
194,7577167,01/29/2019,08:15:00
195,7462890,03/13/2019,05:30:00
196,6217823,03/16/2019,03:15:00
197,1204571,02/02/2019,10:15:00
198,52278,02/10/2019,08:30:00
199,215727,03/25/2019,06:00:00
200,7227977,01/15/2019,05:00:00
201,6247163,01/11/2019,06:00:00
202,5747221,02/10/2019,04:00:00
203,7370247,01/22/2019,06:15:00
204,4356757,01/28/2019,08:30:00
205,4835886,02/09/2019,06:15:00
206,7472958,03/04/2019,05:30:00
207,8836794,03/17/2019,09:30:00
208,7089760,01/05/2019,04:30:00
209,5180572,03/04/2019,06:00:00
210,8989569,01/15/2019,10:00:00
211,3057347,01/13/2019,01:30:00
212,5623421,02/09/2019,10:15:00
213,6224798,01/16/2019,07:30:00
214,8505244,01/25/2019,10:00:00
215,4607865,03/05/2019,06:00:00
216,1745779,02/26/2019,03:15:00
217,1115531,01/18/2019,10:30:00
218,4420791,02/09/2019,07:30:00
219,6942837,03/19/2019,08:30:00
220,3200502,01/24/2019,01:30:00
221,155907,01/14/2019,10:15:00
222,6769317,01/08/2019,08:30:00
223,8245553,02/02/2019,04:15:00
224,3819818,01/16/2019,02:15:00
225,1034302,02/08/2019,01:00:00
226,8944054,01/29/2019,03:15:00
227,8561961,02/05/2019,09:15:00
228,5798779,03/16/2019,07:30:00
229,1782259,02/13/2019,02:15:00
230,4692472,03/16/2019,02:00:00
231,3527778,02/22/2019,09:30:00
232,2803030,02/01/2019,07:15:00
233,6251964,03/18/2019,01:00:00
234,3269128,03/13/2019,02:00:00
235,5158972,03/05/2019,06:30:00
236,2225868,02/10/2019,03:30:00
237,1927293,02/27/2019,03:30:00
238,4091104,03/27/2019,04:00:00
239,471933,03/07/2019,09:30:00
240,5818175,02/19/2019,07:00:00
241,9879335,02/21/2019,01:00:00
242,449626,02/14/2019,07:15:00
243,1688423,03/19/2019,06:00:00
244,4034823,03/13/2019,09:00:00
245,1311807,02/20/2019,09:15:00
246,4979376,03/12/2019,10:15:00
247,9090107,01/02/2019,10:15:00
248,4355044,01/16/2019,02:15:00
249,6989092,01/16/2019,04:00:00
250,6722590,03/12/2019,08:30:00
251,3195205,01/25/2019,02:30:00
252,3387008,02/24/2019,09:30:00
253,8998843,01/20/2019,08:30:00
254,8029750,03/03/2019,09:15:00
255,901401,01/03/2019,06:30:00
256,4766174,03/19/2019,09:30:00
257,8949506,01/23/2019,02:15:00
258,715985,02/10/2019,04:30:00
259,4685354,03/03/2019,01:30:00
260,7766730,03/08/2019,06:30:00
261,2618409,03/10/2019,07:30:00
262,3843118,02/28/2019,08:15:00
263,9097565,02/05/2019,05:30:00
264,2056713,03/30/2019,02:30:00
265,5296459,01/28/2019,01:30:00
266,7369830,02/11/2019,04:00:00
267,854639,02/18/2019,06:15:00
268,8249380,02/19/2019,05:15:00
269,6289942,03/10/2019,07:30:00
270,6292743,02/12/2019,03:15:00
271,3278176,02/24/2019,07:00:00
272,8289915,02/09/2019,01:15:00
273,7284583,01/08/2019,10:00:00
274,5520626,02/15/2019,06:15:00
275,6394042,03/18/2019,02:00:00
276,727877,01/02/2019,08:30:00
277,7849699,03/23/2019,07:15:00
278,1035363,01/12/2019,03:30:00
279,9352639,03/14/2019,02:30:00
280,1364825,02/23/2019,03:00:00
281,3058093,02/02/2019,06:30:00
282,7260227,01/31/2019,08:30:00
283,741531,02/09/2019,02:15:00
284,6845133,01/12/2019,02:00:00
285,6859802,01/20/2019,07:00:00
286,7619801,01/23/2019,04:30:00
287,4023872,01/27/2019,04:15:00
288,109957,03/17/2019,05:15:00
289,4737294,03/02/2019,08:30:00
290,1653244,02/19/2019,07:00:00
291,8998635,01/22/2019,09:30:00
292,8798472,01/14/2019,04:15:00
293,2281037,02/16/2019,07:30:00
294,6004783,01/08/2019,04:30:00
295,349802,01/28/2019,06:15:00
296,5601502,02/01/2019,09:00:00
297,9653798,01/23/2019,09:00:00
298,1806136,03/21/2019,07:30:00
299,3328910,01/11/2019,05:30:00
300,5726363,02/23/2019,05:15:00
301,2519765,03/28/2019,10:00:00
302,3502742,02/08/2019,06:00:00
303,5486817,03/10/2019,06:30:00
304,992401,03/12/2019,04:00:00
305,2479836,01/23/2019,05:30:00
306,5215658,02/13/2019,04:00:00
307,1042553,03/08/2019,09:15:00
308,9643425,03/18/2019,03:15:00
309,449372,02/18/2019,08:30:00
310,734858,03/12/2019,05:15:00
311,6089699,01/09/2019,01:15:00
312,6160398,02/15/2019,10:15:00
313,7950442,02/22/2019,10:15:00
314,2102361,02/09/2019,03:15:00
315,9508792,01/20/2019,06:00:00
316,4596465,01/23/2019,06:15:00
317,4301060,01/14/2019,10:15:00
318,8104315,01/07/2019,10:00:00
319,4265853,03/18/2019,03:15:00
320,4388044,01/14/2019,09:30:00
321,4373143,03/05/2019,09:30:00
322,3954396,01/21/2019,10:00:00
323,2733491,01/26/2019,09:30:00
324,837763,02/18/2019,04:15:00
325,1965173,02/07/2019,08:00:00
326,9004534,02/10/2019,08:00:00
327,4809343,02/03/2019,07:00:00
328,2147523,01/24/2019,06:00:00
329,8994419,01/07/2019,06:15:00
330,7725850,03/03/2019,04:30:00
331,1326882,03/08/2019,05:00:00
332,1259964,03/19/2019,06:30:00
333,7044025,03/14/2019,02:15:00
334,5778801,01/23/2019,03:15:00
335,9504303,01/26/2019,10:30:00
336,5664883,03/02/2019,10:30:00
337,9979412,03/13/2019,06:15:00
338,1795182,03/28/2019,06:15:00
339,5548437,02/07/2019,01:15:00
340,9227683,03/14/2019,06:00:00
341,5172627,03/21/2019,09:15:00
342,4042735,01/05/2019,07:00:00
343,2342538,02/12/2019,08:00:00
344,6586875,02/19/2019,06:00:00
345,9284022,02/17/2019,10:15:00
346,5802777,02/07/2019,06:30:00
347,3110822,03/14/2019,02:00:00
348,6179112,01/26/2019,01:30:00
349,7085149,03/25/2019,03:30:00
350,1056765,02/02/2019,06:15:00
351,2570518,01/12/2019,07:00:00
352,5951293,01/05/2019,01:30:00
353,4366522,01/20/2019,05:00:00
354,1898525,01/19/2019,06:30:00
355,379687,02/05/2019,03:15:00
356,4177506,03/07/2019,01:30:00
357,7785004,03/20/2019,08:15:00
358,5026983,12/31/2018,04:30:00
359,4799826,03/30/2019,06:15:00
360,2587908,03/07/2019,02:00:00
361,1345879,01/22/2019,03:30:00
362,2604546,02/28/2019,01:00:00
363,710173,03/20/2019,04:15:00
364,6001734,03/14/2019,10:30:00
365,4850312,03/16/2019,05:15:00
366,8991414,02/16/2019,06:00:00
367,7308003,02/04/2019,06:00:00
368,2721727,03/06/2019,04:30:00
369,2264603,03/14/2019,06:00:00
370,1589453,03/07/2019,03:15:00
371,9054303,02/15/2019,04:30:00
372,6949921,02/06/2019,03:30:00
373,7652750,03/01/2019,04:00:00
374,2620771,03/14/2019,09:00:00
375,8470912,02/26/2019,02:00:00
376,555837,01/08/2019,09:00:00
377,9970660,02/19/2019,01:30:00
378,7739182,03/14/2019,01:30:00
379,1635060,02/25/2019,08:15:00
380,3380158,02/16/2019,06:15:00
381,7738393,02/05/2019,10:00:00
382,9891637,02/28/2019,03:00:00
383,2224453,01/14/2019,06:30:00
384,1824242,03/21/2019,02:30:00
385,966023,02/02/2019,01:15:00
386,2069518,02/22/2019,10:00:00
387,8983997,01/09/2019,09:30:00
388,1297836,01/10/2019,05:30:00
389,9888123,02/17/2019,10:00:00
390,9279771,01/23/2019,04:30:00
391,9425557,02/06/2019,09:30:00
392,3295644,02/16/2019,04:00:00
393,3815786,03/10/2019,03:30:00
394,7747264,03/17/2019,03:15:00
395,4845379,02/12/2019,04:30:00
396,2886811,02/22/2019,07:30:00
397,9542318,01/02/2019,06:15:00
398,9033058,03/10/2019,08:00:00
399,8526980,03/01/2019,05:30:00
400,1921636,03/05/2019,03:15:00
401,2997255,01/19/2019,10:00:00
402,8696149,03/11/2019,02:00:00
403,6646075,01/27/2019,06:00:00
404,9015675,01/09/2019,09:30:00
405,2970731,03/13/2019,03:00:00
406,623389,03/16/2019,09:00:00
407,5000466,01/19/2019,08:00:00
408,6699251,01/23/2019,10:30:00
409,3748624,03/05/2019,08:00:00
410,8642300,01/09/2019,03:15:00
411,1505552,02/20/2019,06:30:00
412,9244493,02/10/2019,09:00:00
413,7859482,03/09/2019,05:00:00
414,577295,03/24/2019,05:00:00
415,9328075,01/14/2019,04:15:00
416,7326621,01/06/2019,10:15:00
417,263195,03/26/2019,04:15:00
418,9160442,02/01/2019,10:15:00
419,4716135,01/02/2019,05:00:00
420,8643527,01/03/2019,09:15:00
421,6936268,02/13/2019,09:15:00
422,1197857,02/10/2019,03:00:00
423,9587575,01/06/2019,07:15:00
424,6615059,01/30/2019,05:15:00
425,2462774,02/05/2019,02:15:00
426,2358394,01/15/2019,03:00:00
427,1644133,02/19/2019,06:30:00
428,4164643,02/02/2019,06:15:00
429,7820281,01/22/2019,10:30:00
430,7490175,03/20/2019,09:15:00
431,8290958,02/18/2019,07:00:00
432,5549098,03/06/2019,06:30:00
433,7651044,02/22/2019,06:00:00
434,6769058,01/14/2019,06:00:00
435,7822418,03/30/2019,04:00:00
436,3393493,02/26/2019,03:30:00
437,3734349,03/03/2019,05:15:00
438,258147,03/26/2019,06:00:00
439,4532220,02/19/2019,02:15:00
440,3183964,03/10/2019,01:00:00
441,8631665,02/18/2019,10:00:00
442,8553226,02/18/2019,10:00:00
443,1508732,03/01/2019,01:30:00
444,949098,01/02/2019,07:30:00
445,62238,01/25/2019,01:30:00
446,9635806,01/08/2019,09:30:00
447,8779625,01/18/2019,10:15:00
448,1563899,01/01/2019,10:00:00
449,3143993,02/23/2019,05:15:00
450,7984421,01/05/2019,09:15:00
451,936692,03/13/2019,03:15:00
452,1834595,02/04/2019,06:00:00
453,8311317,03/23/2019,07:30:00
454,9500319,02/12/2019,10:15:00
455,3098383,01/11/2019,08:15:00
456,8594981,03/29/2019,07:15:00
457,7436218,02/01/2019,04:15:00
458,1160214,02/20/2019,04:00:00
459,1593030,01/27/2019,03:15:00
460,8650686,03/09/2019,01:15:00
461,118820,03/01/2019,07:00:00
462,3343444,01/13/2019,01:15:00
463,1977227,01/14/2019,02:30:00
464,6452731,01/08/2019,01:15:00
465,7050602,02/07/2019,05:30:00
466,1157012,03/26/2019,06:15:00
467,9744572,02/18/2019,08:15:00
468,4571031,01/20/2019,03:15:00
469,8172197,01/10/2019,07:15:00
470,8246867,03/21/2019,02:00:00
471,4936414,03/24/2019,04:15:00
472,4609947,01/27/2019,04:30:00
473,2913745,02/27/2019,04:30:00
474,6999820,01/11/2019,09:30:00
475,378727,01/09/2019,04:30:00
476,8767381,02/09/2019,07:00:00
477,4789162,01/02/2019,03:00:00
478,7729765,02/09/2019,01:00:00
479,6219381,02/09/2019,08:00:00
480,5836953,01/16/2019,01:30:00
481,8330798,01/27/2019,02:15:00
482,2782464,02/28/2019,02:00:00
483,4653127,03/05/2019,10:15:00
484,3710396,01/06/2019,06:15:00
485,4394998,01/18/2019,06:00:00
486,3556699,02/17/2019,04:30:00
487,6059398,01/01/2019,07:15:00
488,1726840,02/14/2019,06:30:00
489,3601463,01/01/2019,09:30:00
490,1465832,01/18/2019,07:30:00
491,9943798,02/16/2019,09:30:00
492,8492157,02/23/2019,04:15:00
493,1238704,03/07/2019,05:30:00
494,3232618,03/03/2019,01:30:00
495,7221471,03/11/2019,06:15:00
496,4353560,02/27/2019,07:15:00
497,3875513,03/14/2019,06:00:00
498,4587267,01/28/2019,10:30:00
499,4581138,02/23/2019,05:15:00
500,31841,02/17/2019,04:30:00
501,9093768,02/03/2019,06:00:00
502,9519037,01/11/2019,10:15:00
503,5616151,03/06/2019,06:30:00
504,8261820,02/22/2019,01:00:00
505,8139770,02/04/2019,09:30:00
506,9159277,02/09/2019,08:15:00
507,2197553,02/20/2019,06:15:00
508,899144,03/11/2019,05:00:00
509,2859089,02/01/2019,06:00:00
510,72526,01/04/2019,05:00:00
511,87669,03/12/2019,07:15:00
512,8415432,03/27/2019,07:15:00
513,655520,02/01/2019,05:15:00
514,3826950,01/01/2019,10:15:00
515,8059172,01/06/2019,01:15:00
516,4859004,03/13/2019,04:15:00
517,1878011,02/28/2019,03:30:00
518,3952383,02/11/2019,09:30:00
519,420530,02/12/2019,07:00:00
520,1244869,02/20/2019,08:15:00
521,4469441,03/05/2019,07:30:00
522,5747901,02/08/2019,09:15:00
523,7838284,02/23/2019,04:15:00
524,8567000,03/23/2019,04:30:00
525,3022847,01/26/2019,10:00:00
526,6645950,03/03/2019,03:30:00
527,921866,03/23/2019,06:15:00
528,2111853,03/20/2019,09:30:00
529,310328,02/05/2019,02:15:00
530,2414641,02/27/2019,08:15:00
531,6857806,02/24/2019,10:00:00
532,7531840,03/28/2019,05:30:00
533,7543168,02/10/2019,03:00:00
534,8116250,01/25/2019,07:15:00
535,1226899,03/03/2019,01:00:00
536,2277153,01/25/2019,05:30:00
537,975242,02/03/2019,03:00:00
538,2941527,02/25/2019,05:30:00
539,3557617,03/29/2019,10:30:00
540,930189,02/27/2019,07:00:00
541,5136374,02/27/2019,05:00:00
542,718781,02/02/2019,10:30:00
543,8868967,02/02/2019,08:30:00
544,6979166,01/13/2019,05:30:00
545,705929,02/12/2019,06:00:00
546,8915035,02/28/2019,04:15:00
547,8357375,03/30/2019,01:15:00
548,7976834,02/12/2019,06:00:00
549,1942152,03/15/2019,06:15:00
550,2373796,01/02/2019,07:00:00
551,1191023,03/12/2019,02:15:00
552,855511,02/24/2019,05:15:00
553,3275419,02/07/2019,02:15:00
554,6092350,03/08/2019,09:30:00
555,8033952,01/10/2019,09:00:00
556,2053635,03/16/2019,08:00:00
557,9272065,02/18/2019,08:00:00
558,7343168,02/27/2019,06:00:00
559,6162159,02/22/2019,06:15:00
560,4327082,01/09/2019,09:30:00
561,1572087,02/07/2019,01:15:00
562,9082056,01/24/2019,06:30:00
563,3711609,02/05/2019,04:15:00
564,79260,02/18/2019,03:15:00
565,791155,01/16/2019,03:15:00
566,8075274,02/04/2019,08:15:00
567,9727615,03/19/2019,07:15:00
568,7970890,02/12/2019,07:30:00
569,1458128,01/04/2019,10:30:00
570,497276,03/17/2019,04:15:00
571,1143578,02/07/2019,08:00:00
572,7403967,03/28/2019,04:30:00
573,8290806,03/23/2019,01:30:00
574,7123442,01/10/2019,03:30:00
575,8022599,02/23/2019,03:00:00
576,2296932,02/11/2019,08:30:00
577,6539504,01/26/2019,10:00:00
578,8735067,01/25/2019,03:15:00
579,5408158,03/05/2019,05:30:00
580,9965485,02/23/2019,04:00:00
581,5877380,02/21/2019,04:00:00
582,2014549,01/26/2019,06:00:00
583,3927199,02/11/2019,09:30:00
584,4956292,01/02/2019,01:00:00
585,6319972,03/15/2019,07:15:00
586,2670946,01/24/2019,08:00:00
587,2001922,02/09/2019,09:15:00
588,1380313,02/06/2019,04:30:00
589,3583276,02/14/2019,04:30:00
590,8774834,02/10/2019,01:00:00
591,9946712,02/26/2019,07:30:00
592,2040372,02/02/2019,02:30:00
593,7083053,03/30/2019,02:15:00
594,8727340,03/15/2019,05:00:00
595,6641996,01/25/2019,07:15:00
596,5730558,02/14/2019,09:15:00
597,5335374,03/22/2019,09:30:00
598,3146948,03/07/2019,02:15:00
599,1211577,02/23/2019,03:15:00
600,7599493,01/04/2019,05:30:00
601,3448903,01/24/2019,03:15:00
602,9832327,02/24/2019,04:30:00
603,3211649,02/24/2019,08:30:00
604,49482,01/13/2019,06:15:00
605,4459713,01/03/2019,07:00:00
606,4099514,01/19/2019,02:00:00
607,4842809,01/20/2019,06:15:00
608,4987664,02/27/2019,01:00:00
609,3694159,02/25/2019,03:00:00
610,7730785,01/26/2019,04:15:00
611,9729499,02/12/2019,07:15:00
612,4705932,02/25/2019,01:15:00
613,7349116,03/16/2019,01:00:00
614,8497320,02/05/2019,02:30:00
615,4424227,01/18/2019,05:15:00
616,9899881,03/30/2019,03:15:00
617,7009541,03/07/2019,04:00:00
618,9826699,01/26/2019,09:15:00
619,1447650,03/05/2019,02:15:00
620,676897,03/27/2019,03:00:00
621,3725368,03/10/2019,04:00:00
622,1325661,01/27/2019,06:30:00
623,4579706,03/25/2019,02:15:00
624,1636850,01/13/2019,01:15:00
625,5390062,03/02/2019,08:00:00
626,2136582,02/18/2019,01:00:00
627,6668393,01/30/2019,05:15:00
628,3297180,02/16/2019,06:00:00
629,5195597,03/19/2019,01:30:00
630,414765,03/28/2019,02:00:00
631,7802252,02/10/2019,02:00:00
632,4223610,01/18/2019,07:30:00
633,4260373,02/20/2019,01:30:00
634,6836441,01/02/2019,02:00:00
635,615879,02/04/2019,10:00:00
636,9939263,01/20/2019,04:00:00
637,8708326,01/01/2019,01:00:00
638,6445872,03/19/2019,02:00:00
639,4687343,03/18/2019,06:30:00
640,6354902,01/27/2019,03:30:00
641,7008430,03/25/2019,07:30:00
642,3595592,03/05/2019,01:15:00
643,7157762,01/15/2019,04:00:00
644,241445,02/27/2019,04:00:00
645,9919415,01/26/2019,05:15:00
646,555741,03/02/2019,01:30:00
647,841959,03/23/2019,01:15:00
648,2564153,02/03/2019,04:30:00
649,5371996,01/29/2019,08:30:00
650,6173118,03/11/2019,10:00:00
651,7620828,03/29/2019,03:30:00
652,8863017,02/27/2019,05:15:00
653,218028,01/10/2019,05:00:00
654,5052894,01/20/2019,04:00:00
655,1680998,02/12/2019,05:30:00
656,6357916,02/16/2019,09:30:00
657,7101506,01/21/2019,02:00:00
658,9851636,01/21/2019,02:00:00
659,6713314,03/03/2019,04:30:00
660,6098662,03/09/2019,10:30:00
661,7695499,03/12/2019,04:00:00
662,482465,03/21/2019,04:00:00
663,1622654,03/10/2019,03:00:00
664,3864708,02/02/2019,06:30:00
665,2121358,01/12/2019,10:15:00
666,3963087,01/26/2019,06:30:00
667,8664794,02/16/2019,09:15:00
668,4954289,01/23/2019,05:15:00
669,904855,03/03/2019,09:30:00
670,3619875,01/17/2019,05:30:00
671,8040593,01/24/2019,04:30:00
672,590028,03/21/2019,02:30:00
673,9855406,01/27/2019,07:15:00
674,5890624,03/03/2019,07:15:00
675,4049635,01/25/2019,02:15:00
676,6573217,02/11/2019,03:15:00
677,6275245,02/05/2019,04:15:00
678,3943046,01/05/2019,08:30:00
679,8318931,03/23/2019,10:30:00
680,1495259,03/27/2019,09:15:00
681,2006031,02/12/2019,10:15:00
682,1417425,02/25/2019,07:00:00
683,8982689,02/09/2019,02:00:00
684,5049852,02/27/2019,02:30:00
685,4069449,03/08/2019,07:15:00
686,7206234,01/29/2019,10:30:00
687,193394,03/24/2019,01:00:00
688,7227664,01/14/2019,04:15:00
689,5661154,03/14/2019,01:15:00
690,3697668,02/09/2019,09:30:00
691,6066099,01/01/2019,05:00:00
692,4239969,02/16/2019,10:30:00
693,2233701,01/16/2019,01:30:00
694,7661182,02/27/2019,03:30:00
695,7115869,02/25/2019,02:15:00
696,9891213,02/07/2019,06:15:00
697,8817274,03/13/2019,10:15:00
698,2722204,02/08/2019,08:15:00
699,7817527,02/13/2019,02:30:00
700,5657001,02/11/2019,07:00:00
701,707302,02/09/2019,08:00:00
702,8726902,02/28/2019,06:00:00
703,930756,02/15/2019,03:00:00
704,842893,02/10/2019,05:30:00
705,3934447,02/22/2019,07:30:00
706,4865245,02/18/2019,09:15:00
707,8847884,01/21/2019,06:00:00
708,354455,03/07/2019,06:30:00
709,1969317,01/27/2019,07:00:00
710,9061826,02/06/2019,03:15:00
711,2475995,01/31/2019,06:00:00
712,2660934,01/02/2019,03:30:00
713,552391,03/23/2019,07:00:00
714,2658965,02/12/2019,05:00:00
715,5870109,03/24/2019,10:30:00
716,8357723,01/25/2019,08:00:00
717,3783669,03/03/2019,04:30:00
718,3922778,03/15/2019,05:30:00
719,7339867,02/01/2019,07:30:00
720,8541685,02/08/2019,09:15:00
721,4201932,02/24/2019,02:30:00
722,2146602,03/20/2019,04:00:00
723,7221083,03/09/2019,09:00:00
724,400375,01/01/2019,08:15:00
725,4570208,03/01/2019,02:00:00
726,595339,02/01/2019,05:30:00
727,7491215,03/30/2019,01:00:00
728,3509794,03/29/2019,07:00:00
729,8509281,02/05/2019,05:15:00
730,6683486,03/25/2019,10:15:00
731,3454052,02/11/2019,01:00:00
732,3844335,02/13/2019,01:15:00
733,3908432,03/14/2019,06:15:00
734,2718045,01/25/2019,01:30:00
735,4977637,01/30/2019,06:30:00
736,7104751,01/18/2019,04:00:00
737,2032960,02/17/2019,05:00:00
738,4684296,01/28/2019,02:15:00
739,57638,02/23/2019,07:15:00
